	Unnamed: 0	RowNumber	CustomerId	Surname	CreditScore	Geography	Gender	Age	Tenure	Balance	NumOfProducts	HasCrCard	IsActiveMember	EstimatedSalary	Exited	Predictions - Churn or Not	Predictions - Probability to Churn	Predictions - Churn or Not Desc
2847	2847	2848	15678608	AP Keating	529	Spain	Male	38	7	99842.5	2	1	0	90256.06	1	0	0.13474895883175803	Retention
2848	2848	2849	15713644	AP Tuan	850	France	Female	41	5	0.0	2	1	1	34827.43	0	0	0.13294957560784743	Retention
2849	2849	2850	15579298	AP Shearston	497	France	Male	41	9	0.0	1	0	0	22074.48	0	0	0.24918930031026287	Retention
2850	2850	2851	15610462	AP Tien	764	France	Female	39	5	81042.42	1	0	1	109805.17	0	0	0.14559880200995332	Retention
2851	2851	2852	15776490	AP Hamilton	603	France	Female	48	5	0.0	1	1	0	100478.6	1	0	0.4958175680651388	Retention
2852	2852	2853	15771519	AP Arnold	609	France	Male	40	6	0.0	2	1	1	97416.34	0	0	0.0807959416998626	Retention
2853	2853	2854	15648525	AP Ting	487	France	Male	53	4	199689.49	1	1	1	24207.86	1	0	0.3343876422624657	Retention
2854	2854	2855	15646645	AP Chao	748	France	Male	33	1	142645.43	1	0	0	69132.66	0	0	0.12835718933733398	Retention
2855	2855	2856	15693239	AP Powell	710	Spain	Female	75	5	0.0	2	1	1	9376.89	0	0	0.13180769900669298	Retention
2856	2856	2857	15813103	AP Williams	432	Germany	Female	45	3	110219.14	1	1	0	43046.7	1	1	0.5886445284893285	Churn
2857	2857	2858	15769865	AP Cheng	534	Spain	Male	51	3	0.0	2	0	1	20856.31	0	0	0.15374443972778457	Retention
2858	2858	2859	15662470	AP Zhdanova	607	France	Male	25	3	0.0	2	0	0	187048.72	0	0	0.08279883897418466	Retention
2859	2859	2860	15773539	AP Tsai	551	Spain	Male	32	4	0.0	2	1	0	53420.53	0	0	0.09324196609161024	Retention
2860	2860	2861	15705926	AP Nebechukwu	674	France	Male	45	7	142072.02	1	1	0	37013.29	0	0	0.40167340743270236	Retention
2861	2861	2862	15711434	AP Fetherstonhaugh	525	France	Female	25	6	0.0	2	1	0	89566.64	0	0	0.11972838151463325	Retention
2862	2862	2863	15752411	AP Ojiofor	645	Germany	Male	33	8	149564.61	1	0	0	149913.84	0	0	0.2592170897533237	Retention
2863	2863	2864	15659211	AP Severson	755	France	Female	43	9	0.0	2	1	0	18066.69	0	0	0.2692576796573232	Retention
2864	2864	2865	15597069	AP Speight	708	Germany	Male	37	8	153366.13	1	1	1	26912.34	0	0	0.17259654496889879	Retention
2865	2865	2866	15590264	AP Greenwalt	715	France	Male	21	6	76467.16	1	1	1	173511.72	0	0	0.07793329667511333	Retention
2866	2866	2867	15631884	AP Grover	727	France	Female	26	9	121508.28	1	1	1	146785.44	0	0	0.11474097579485262	Retention
2867	2867	2868	15654247	AP Milani	559	Spain	Female	27	1	0.0	1	0	1	1050.33	0	0	0.1078795105430868	Retention
2868	2868	2869	15708004	AP Akobundu	545	Spain	Male	36	8	73211.12	2	1	0	89587.34	1	0	0.1204822296651909	Retention
2869	2869	2870	15594120	AP Anderson	524	France	Male	22	9	0.0	2	1	0	74405.34	0	0	0.0792016425936647	Retention
2870	2870	2871	15651129	AP Chien	707	France	Female	55	1	0.0	2	0	1	54409.48	0	0	0.176878392118404	Retention
2871	2871	2872	15798860	AP Kennedy	671	Spain	Male	38	0	92674.94	2	1	0	3647.57	0	0	0.14167259437463417	Retention
2872	2872	2873	15671627	AP Castiglione	439	Spain	Male	52	3	96196.24	4	1	0	198874.52	1	1	0.7726260849389974	Churn
2873	2873	2874	15707225	AP Marshall	667	Germany	Female	36	1	114391.62	1	1	1	53412.54	0	0	0.20608915632634944	Retention
2874	2874	2875	15733617	AP Duncan	831	Germany	Male	32	9	80262.66	1	1	0	194867.78	0	0	0.19435369173222716	Retention
2875	2875	2876	15641676	AP Uspenskaya	545	Spain	Female	33	7	173331.52	1	1	0	150452.88	0	0	0.21741014006797038	Retention
2876	2876	2877	15585320	AP Thomson	604	Spain	Female	35	7	147285.52	1	1	1	57807.05	0	0	0.12820873186624657	Retention
2877	2877	2878	15617902	AP Calabrese	657	Spain	Male	67	5	119785.47	2	1	1	107534.32	0	0	0.15150912194388252	Retention
2878	2878	2879	15667787	AP Herrera	487	Spain	Female	36	1	140137.15	1	1	0	194073.33	0	0	0.21094945666979137	Retention
2879	2879	2880	15669447	AP Muse	750	Germany	Female	52	6	107467.56	1	1	0	126233.18	1	1	0.6130343664160849	Churn
2880	2880	2881	15789461	AP Marsden	694	Germany	Female	37	8	98218.04	2	1	0	182354.46	1	0	0.25276215388553336	Retention
2881	2881	2882	15570979	AP Artemyeva	711	Germany	Female	35	2	133607.75	1	1	1	120586.32	0	0	0.2063655512563721	Retention
2882	2882	2883	15685865	AP McKay	551	France	Male	37	3	0.0	2	1	1	50578.4	0	0	0.06290544157520522	Retention
2883	2883	2884	15721953	AP Chuang	559	France	Female	38	8	95139.41	1	1	1	86575.46	0	0	0.12228815276983619	Retention
2884	2884	2885	15776083	AP Nicholls	620	France	Female	29	3	0.0	2	0	1	153392.28	0	0	0.0738331828680341	Retention
2885	2885	2886	15716060	AP Dennis	660	Spain	Male	42	5	0.0	2	1	0	115509.59	0	0	0.22353152489965655	Retention
2886	2886	2887	15675364	AP Knight	449	France	Female	37	6	0.0	2	1	0	82176.48	0	0	0.13033165697163976	Retention
2887	2887	2888	15604350	AP Webb	703	Germany	Female	26	1	97331.19	1	1	0	63717.49	0	0	0.29832222366715133	Retention
2888	2888	2889	15658375	AP Pugliesi	795	Germany	Male	37	2	139265.63	2	1	1	198745.94	0	0	0.1349112284307081	Retention
2889	2889	2890	15630438	AP Nebechukwu	594	France	Female	31	9	0.0	1	0	1	5719.11	0	0	0.11068985057601784	Retention
2890	2890	2891	15689652	AP Ward	586	Spain	Male	34	5	168094.01	1	0	0	20058.61	0	0	0.1615758492533841	Retention
2891	2891	2892	15774260	AP Nixon	613	Germany	Female	30	5	131563.88	2	1	0	170638.98	0	0	0.24339824559089923	Retention
2892	2892	2893	15701327	AP Chidubem	601	France	Male	44	3	0.0	2	1	0	30607.11	0	0	0.25878629639342837	Retention
2893	2893	2894	15719642	AP Rivers	657	France	Male	50	9	0.0	2	0	0	37171.46	0	0	0.3735884708344208	Retention
2894	2894	2895	15644155	AP Sochima	531	France	Male	31	3	0.0	1	1	1	42589.33	0	0	0.0869669884565165	Retention
2895	2895	2896	15646895	AP Heydon	621	Germany	Male	47	7	107363.29	1	1	1	66799.28	0	0	0.3339203394622565	Retention
2896	2896	2897	15606872	AP Lombardo	782	France	Female	33	2	94493.03	1	0	1	101866.39	0	0	0.10659810596748011	Retention
2897	2897	2898	15664186	AP Holland	528	Germany	Female	29	9	170214.23	2	1	0	49284.0	0	0	0.22858596456222366	Retention
2898	2898	2899	15624546	AP Tien	696	France	Male	52	6	139781.06	1	1	0	27445.4	1	0	0.49020354821202256	Retention
2899	2899	2900	15810980	AP Bryant	586	France	Female	35	7	0.0	2	1	0	70760.69	0	0	0.12913436974502526	Retention
2900	2900	2901	15668611	AP Hao	626	Spain	Female	26	8	148610.41	3	0	1	104502.02	1	1	0.575257216025303	Churn
2901	2901	2902	15603282	AP Genovesi	498	France	Male	73	2	170241.7	2	1	1	165407.96	0	0	0.15163590099610114	Retention
2902	2902	2903	15804038	AP Kovalev	691	France	Female	33	1	128306.83	1	1	1	113580.79	0	0	0.11035010492966726	Retention
2903	2903	2904	15728809	AP Hsieh	568	France	Female	47	7	0.0	2	1	1	45978.39	0	0	0.16596154558508064	Retention
2904	2904	2905	15598080	AP Debellis	715	France	Female	35	3	0.0	1	1	1	152012.36	0	0	0.12026149606895252	Retention
2905	2905	2906	15694865	AP Chibueze	680	Germany	Male	32	7	175454.0	1	0	1	77349.92	0	0	0.1492809955185217	Retention
2906	2906	2907	15600611	AP Padovano	802	Spain	Male	41	6	0.0	2	1	0	47322.05	0	0	0.16785641915160773	Retention
2907	2907	2908	15727347	AP Yen	539	France	Female	22	0	100885.93	2	1	1	38772.65	0	0	0.0925361723949571	Retention
2908	2908	2909	15570805	AP Kibble	494	France	Male	69	9	93320.8	1	1	1	24489.44	0	0	0.17372796933394144	Retention
2909	2909	2910	15606310	AP Lori	594	Germany	Male	38	6	63176.44	2	1	1	14466.08	0	0	0.0983997291920978	Retention
2910	2910	2911	15746175	AP Enemuo	596	France	Male	33	2	139451.67	1	0	0	63142.12	0	0	0.1268344110286861	Retention
2911	2911	2912	15705023	AP Lu	649	France	Female	52	8	49113.75	1	1	0	41858.43	0	1	0.5148431433333597	Churn
2912	2912	2913	15629008	AP Nebeolisa	699	Germany	Male	32	1	123906.22	3	1	1	127443.82	1	1	0.5274873679206733	Churn
2913	2913	2914	15697722	AP Stewart	787	France	Female	40	6	0.0	2	1	1	84151.98	0	0	0.1087010108670537	Retention
2914	2914	2915	15733919	AP Ward	604	France	Male	28	7	0.0	2	0	0	58595.64	0	0	0.08006597588267153	Retention
2915	2915	2916	15617518	AP Milanesi	489	Germany	Female	52	1	131441.51	1	1	0	37240.11	1	1	0.632323573686948	Churn
2916	2916	2917	15704619	AP Chikwado	651	France	Male	56	2	0.0	1	1	0	114522.68	1	0	0.4965194678029155	Retention
2917	2917	2918	15621119	AP Douglas	698	France	Male	57	6	136325.48	2	1	1	72549.27	1	0	0.15952973276616864	Retention
2918	2918	2919	15649523	AP Sal	578	Germany	Female	38	4	113150.44	2	1	0	176712.59	1	0	0.27223431212050536	Retention
2919	2919	2920	15736796	AP Douglas	538	Spain	Female	42	9	0.0	1	0	0	152855.96	0	0	0.3658994063767699	Retention
2920	2920	2921	15714694	AP Yates	696	France	Female	33	4	0.0	2	1	1	73371.65	0	0	0.06930331893612218	Retention
2921	2921	2922	15599117	AP Watt	507	Germany	Female	46	8	102785.16	1	1	1	70323.68	0	0	0.38010213799518666	Retention
2922	2922	2923	15705149	AP P'an	685	Spain	Male	34	6	83264.28	1	0	0	9663.28	0	0	0.14854312901131936	Retention
2923	2923	2924	15631195	AP H?	705	Germany	Male	41	4	72252.64	2	1	1	142514.66	0	0	0.14304034717592826	Retention
2924	2924	2925	15792854	AP Perry	499	Germany	Female	29	6	148051.52	1	1	0	118623.94	0	0	0.296411885732487	Retention
2925	2925	2926	15633567	AP Lavrov	717	France	Female	76	9	138489.66	1	1	1	68400.14	0	0	0.19760296313660228	Retention
2926	2926	2927	15744565	AP Chiekwugo	510	France	Male	63	8	0.0	2	1	1	115291.86	0	0	0.12316003873442305	Retention
2927	2927	2928	15669692	AP Macdonald	632	France	Male	32	6	111589.33	1	1	1	170382.99	0	0	0.08141771496466359	Retention
2928	2928	2929	15581234	AP Jenkins	668	Germany	Female	39	0	122104.79	1	1	0	112946.67	1	0	0.34694049721378584	Retention
2929	2929	2930	15729090	AP Korovina	744	Germany	Male	32	4	96106.83	1	1	1	79812.77	0	0	0.13906818554479153	Retention
2930	2930	2931	15573488	AP Manning	663	Germany	Male	42	7	115930.87	1	1	0	19862.78	0	0	0.4149480701609378	Retention
2931	2931	2932	15776769	AP Wilson	638	Germany	Female	37	7	124513.66	2	1	0	158610.89	0	0	0.25645575432227663	Retention
2932	2932	2933	15724894	AP Begum	688	France	Female	54	9	0.0	1	1	0	191212.63	1	1	0.5512675708391507	Churn
2933	2933	2934	15713180	AP Ingrassia	588	Spain	Male	46	8	0.0	1	1	0	61931.21	0	0	0.41816430772373275	Retention
2934	2934	2935	15690224	AP Maclean	631	France	Male	33	7	0.0	1	1	1	58043.02	1	0	0.08542601014884228	Retention
2935	2935	2936	15689461	AP Olejuru	687	Spain	Male	35	8	100988.39	2	1	0	22247.27	0	0	0.12949372217372476	Retention
2936	2936	2937	15671802	AP Enyinnaya	599	France	Male	44	10	118577.24	1	1	1	31448.52	0	0	0.20503712799938814	Retention
2937	2937	2938	15782842	AP Watson	718	Spain	Male	28	6	0.0	2	1	0	146875.86	0	0	0.09431272419866499	Retention
2938	2938	2939	15764455	AP Langdon	730	France	Male	27	5	0.0	2	1	1	116081.93	0	0	0.0502638762135475	Retention
2939	2939	2940	15591951	AP Frolov	533	France	Female	39	2	0.0	1	0	1	73669.94	1	0	0.15544055967015208	Retention
2940	2940	2941	15772834	AP Chikezie	711	Spain	Female	28	5	0.0	2	1	1	93959.96	0	0	0.06996480205885675	Retention
2941	2941	2942	15792044	AP Zetticci	555	Spain	Female	26	9	0.0	2	0	1	158918.03	0	0	0.07531779944292417	Retention
2942	2942	2943	15715577	AP Yang	850	France	Female	42	9	113311.11	1	1	1	198193.75	0	0	0.2248232077408865	Retention
2943	2943	2944	15639313	AP Lin	678	France	Female	41	9	0.0	1	0	0	13160.03	0	0	0.290988917912815	Retention
2944	2944	2945	15798886	AP Goddard	576	France	Male	32	7	0.0	2	1	0	4660.91	0	0	0.07610537793092047	Retention
2945	2945	2946	15776384	AP Rogers	835	Germany	Male	20	4	124365.42	1	0	0	180197.74	1	0	0.2586607426747119	Retention
2946	2946	2947	15727732	AP Zubareva	592	France	Male	42	1	147249.29	2	1	1	63023.02	0	0	0.15528394082867578	Retention
2947	2947	2948	15793849	AP Onochie	774	France	Male	36	7	103688.19	1	0	1	118971.74	0	0	0.08940918786035093	Retention
2948	2948	2949	15694431	AP Ts'ui	620	France	Female	29	1	138740.24	2	0	0	154700.61	0	0	0.15297935476301314	Retention
2949	2949	2950	15764231	AP Newsom	519	Spain	Male	39	4	111900.14	1	1	1	97577.17	0	0	0.10155267865610014	Retention
2950	2950	2951	15744955	AP Genovese	734	Spain	Female	37	0	152760.24	1	1	1	48990.5	0	0	0.12437529632156394	Retention
2951	2951	2952	15671691	AP Thorpe	763	Germany	Male	31	7	143966.3	2	1	1	140262.96	1	0	0.12133974640591191	Retention
2952	2952	2953	15654937	AP Horton	733	France	Male	51	10	141556.96	1	1	0	130189.53	0	0	0.4906401329428944	Retention
2953	2953	2954	15649172	AP Williamson	650	France	Female	43	6	0.0	2	1	1	16301.91	0	0	0.15829638705268223	Retention
2954	2954	2955	15775598	AP Shoobridge	538	France	Female	33	5	0.0	2	1	0	126962.41	0	0	0.12216337406719076	Retention
2955	2955	2956	15807517	AP Peng	577	France	Female	46	1	0.0	1	1	1	158750.53	0	0	0.2434240822018439	Retention
2956	2956	2957	15642921	AP Gray	792	France	Male	30	8	0.0	2	1	0	199644.2	0	0	0.08266448985317766	Retention
2957	2957	2958	15789145	AP Watson	686	France	Female	41	10	0.0	1	1	1	144272.71	1	0	0.1878559143159371	Retention
2958	2958	2959	15814040	AP Fyodorova	589	France	Male	29	2	0.0	2	0	1	98320.27	0	0	0.058357303456536835	Retention
2959	2959	2960	15673655	AP Bazhenov	530	France	Male	25	9	162560.32	1	1	0	64129.03	0	0	0.12481858169630948	Retention
2960	2960	2961	15595171	AP Solomon	778	Germany	Female	29	7	123229.46	1	1	0	181221.09	0	0	0.2994082562530687	Retention
2961	2961	2962	15583717	AP Layh	616	Spain	Male	31	7	76665.71	2	1	1	163809.08	0	0	0.06061474211789889	Retention
2962	2962	2963	15605036	AP John	550	France	Male	38	9	140278.99	3	1	1	171457.06	1	1	0.6339634803867038	Churn
2963	2963	2964	15718107	AP Tuan	655	France	Female	51	3	0.0	2	0	1	15801.02	0	0	0.17896996245621064	Retention
2964	2964	2965	15679796	AP Slattery	721	France	Male	46	1	115764.32	2	0	0	102950.79	0	0	0.34457677082097116	Retention
2965	2965	2966	15654610	AP Onyekachi	499	Germany	Male	36	5	131142.53	2	1	0	174918.46	0	0	0.208678755416719	Retention
2966	2966	2967	15577214	AP Genovese	511	France	Male	45	5	68375.27	1	1	0	193160.25	1	0	0.4046776564905632	Retention
2967	2967	2968	15595360	AP Daniels	579	Germany	Female	39	5	117833.3	3	0	0	5831.0	1	1	0.640671265073694	Churn
2968	2968	2969	15756968	AP Caldwell	696	Spain	Female	36	7	0.0	2	1	1	82298.59	0	0	0.07860575024167049	Retention
2969	2969	2970	15726394	AP Chiemenam	681	France	Male	34	7	0.0	2	0	0	130686.59	0	0	0.08688327869277472	Retention
2970	2970	2971	15595264	AP Wanliss	815	France	Male	45	7	0.0	1	0	1	52885.23	1	0	0.22650807678538482	Retention
2971	2971	2972	15782566	AP Bruce	681	Spain	Male	30	2	111093.01	1	1	0	68985.99	0	0	0.1512022518689425	Retention
2972	2972	2973	15592913	AP Wright	641	Spain	Male	42	9	132657.55	1	1	0	35367.19	0	0	0.34235049225067654	Retention
2973	2973	2974	15652019	AP Fang	591	France	Female	56	9	128882.49	1	1	1	196241.94	1	0	0.25350916993129846	Retention
2974	2974	2975	15746773	AP Eames	565	Germany	Male	59	9	69129.59	1	1	1	170705.53	0	0	0.24573103819104175	Retention
2975	2975	2976	15774215	AP Sutherland	487	France	Male	37	6	0.0	2	1	1	126477.41	0	0	0.060429481298458966	Retention
2976	2976	2977	15667301	AP Cavenagh	729	France	Male	39	4	121404.64	1	1	1	159618.17	0	0	0.10300807797236951	Retention
2977	2977	2978	15655159	AP Dumetolisa	505	Spain	Female	45	9	131355.3	3	1	0	195395.33	1	1	0.7446965219706303	Churn
2978	2978	2979	15595953	AP Mackay	580	France	Female	35	1	102097.33	1	0	1	168285.85	0	0	0.11965744967283304	Retention
2979	2979	2980	15668421	AP Dellucci	642	France	Male	40	1	154863.15	1	1	1	138052.51	0	0	0.11296646961687262	Retention
2980	2980	2981	15709512	AP Kenyon	850	Spain	Female	41	3	99945.93	2	1	0	71179.31	0	0	0.275301845801965	Retention
2981	2981	2982	15711254	AP Parry	616	Germany	Male	39	2	121704.32	2	1	0	55556.3	0	0	0.22404348557106157	Retention
2982	2982	2983	15798695	AP Kennedy	526	Spain	Female	43	3	0.0	2	1	0	31705.19	0	0	0.3033396085456009	Retention
2983	2983	2984	15663975	AP Arnott	523	Germany	Male	35	8	138782.76	1	1	1	186118.93	0	0	0.17508736362627772	Retention
2984	2984	2985	15694982	AP Hanson	663	France	Male	35	9	0.0	2	1	1	195580.28	0	0	0.055264718723361875	Retention
2985	2985	2986	15631948	AP T'ao	840	France	Male	30	8	136291.71	1	1	0	54113.38	0	0	0.1229028942609754	Retention
2986	2986	2987	15768852	AP Shen	570	Germany	Male	42	0	107856.57	2	1	0	127528.84	0	0	0.34625782735196253	Retention
2987	2987	2988	15682304	AP Steere	676	Germany	Female	26	1	108348.66	1	0	0	60231.74	1	0	0.31672206681488574	Retention
2988	2988	2989	15684837	AP Abbott	689	France	Male	47	1	93871.95	3	1	0	156878.42	1	1	0.7250243497917345	Churn
2989	2989	2990	15636464	AP Sutherland	703	Spain	Female	45	1	0.0	1	1	0	182784.11	1	0	0.492427186138288	Retention
2990	2990	2991	15809859	AP Thurgood	491	Germany	Male	19	2	125860.2	1	0	0	129690.5	0	0	0.2528464711164907	Retention
2991	2991	2992	15699320	AP Johnson	584	France	Male	49	8	172713.44	1	1	0	113860.81	0	0	0.47996622817149387	Retention
2992	2992	2993	15787029	AP Lung	810	France	Female	51	5	0.0	2	0	1	184524.74	0	0	0.1781659314982576	Retention
2993	2993	2994	15709477	AP Cocci	745	Spain	Female	59	8	0.0	1	1	1	36124.98	0	0	0.19498735092634956	Retention
2994	2994	2995	15710293	AP Matveyeva	625	France	Female	39	3	130786.92	1	0	1	121316.07	0	0	0.1484715793128194	Retention
2995	2995	2996	15582528	AP Moore	535	France	Female	29	2	112367.34	1	1	0	185630.76	0	0	0.17635099909176954	Retention
2996	2996	2997	15575730	AP Yobachukwu	729	Spain	Female	45	7	91091.06	2	1	0	71133.12	0	0	0.4030174266540372	Retention
2997	2997	2998	15756856	AP Fleming	655	France	Female	26	7	106198.5	1	0	1	32020.42	0	0	0.10782432288386232	Retention
2998	2998	2999	15766325	AP Dickinson	751	France	Male	47	5	142669.93	2	1	0	162760.96	0	0	0.34433826620450914	Retention
2999	2999	3000	15593050	AP Evseyev	525	France	Male	33	1	112833.35	1	0	1	175178.56	0	0	0.08571276521459384	Retention
3000	3000	3001	15584581	AP Aksenov	532	France	Female	40	5	0.0	2	0	1	177099.71	0	0	0.11684900551013254	Retention
3001	3001	3002	15675985	AP Fleming	696	Spain	Female	43	4	0.0	2	1	1	66406.37	0	0	0.16079769516373552	Retention
3002	3002	3003	15672127	AP Ulyanov	786	Germany	Female	32	2	104336.43	2	0	0	59559.81	0	0	0.2504084722798084	Retention
3003	3003	3004	15801694	AP Summers	580	France	Male	55	6	104305.74	1	0	1	175750.21	0	0	0.22795513906470902	Retention
3004	3004	3005	15706221	AP Clements	596	Germany	Male	47	5	140187.1	2	1	1	174311.3	0	0	0.26038560917439507	Retention
3005	3005	3006	15789899	AP Kazakova	683	France	Male	39	4	0.0	2	1	0	171716.81	0	0	0.10579128172321793	Retention
3006	3006	3007	15720979	AP Pirozzi	747	France	Female	45	1	114959.12	1	1	0	189362.39	1	0	0.4687629578763488	Retention
3007	3007	3008	15698033	AP Jamieson	602	France	Male	33	5	164704.38	1	0	1	180716.1	1	0	0.08552441642813069	Retention
3008	3008	3009	15665452	AP Ferri	779	France	Male	62	10	119096.55	1	0	1	116977.89	0	0	0.21214503446290398	Retention
3009	3009	3010	15660236	AP Mai	551	France	Male	31	1	0.0	2	1	1	185105.44	0	0	0.05421559629903643	Retention
3010	3010	3011	15619689	AP Hannaford	666	France	Male	47	2	0.0	1	1	0	35046.97	1	0	0.429526010457178	Retention
3011	3011	3012	15773483	AP Fomin	526	Spain	Male	30	8	0.0	1	1	0	36251.0	0	0	0.14824950267039705	Retention
3012	3012	3013	15739196	AP Mahon	849	France	Female	41	9	115465.28	1	1	0	103174.5	0	0	0.28543101312025837	Retention
3013	3013	3014	15689273	AP Shaw	471	France	Female	27	4	0.0	2	1	0	122642.09	0	0	0.12063947331017566	Retention
3014	3014	3015	15679333	AP Volkova	628	Spain	Male	43	3	184926.61	1	1	0	122937.57	0	0	0.3573557903858378	Retention
3015	3015	3016	15591469	AP Miles	674	Germany	Male	43	8	85957.88	2	1	0	8757.39	0	0	0.3014985543642085	Retention
3016	3016	3017	15642761	AP Madison	797	France	Male	32	10	114084.6	1	0	1	125782.29	0	0	0.07833046101747171	Retention
3017	3017	3018	15701998	AP Scott	590	Spain	Female	29	2	166930.76	2	1	0	122487.73	0	0	0.1813485887611249	Retention
3018	3018	3019	15811649	AP Voss	588	France	Female	27	8	0.0	1	1	0	20066.38	0	0	0.19322476750160578	Retention
3019	3019	3020	15741085	AP Colebatch	577	France	Male	29	7	0.0	2	1	1	55473.15	0	0	0.05328837115402024	Retention
3020	3020	3021	15724459	AP Wilson	571	France	Female	38	6	107193.82	2	0	0	38962.94	0	0	0.16049097389994949	Retention
3021	3021	3022	15574341	AP T'ang	680	France	Male	36	3	116275.12	1	1	1	63795.8	0	0	0.08800732792735903	Retention
3022	3022	3023	15678204	AP Gibson	648	Spain	Female	27	7	0.0	2	1	1	163060.43	0	0	0.07441573611910197	Retention
3023	3023	3024	15697056	AP Hs?eh	618	France	Male	39	2	91068.56	1	1	0	26578.69	0	0	0.1500931262340179	Retention
3024	3024	3025	15610837	AP Pan	648	Germany	Male	41	5	123049.21	1	0	1	5066.76	0	0	0.2729658855056952	Retention
3025	3025	3026	15745268	AP Chikelu	759	France	Female	39	6	0.0	2	1	1	140497.67	0	0	0.10616618465814537	Retention
3026	3026	3027	15722794	AP Allan	585	France	Male	40	7	0.0	2	0	0	146156.98	0	0	0.10456105265929497	Retention
3027	3027	3028	15792138	AP Yefremova	774	France	Female	42	3	137781.65	1	0	0	199316.19	0	0	0.3512290418671886	Retention
3028	3028	3029	15675221	AP Chuang	697	Germany	Female	48	2	108128.96	2	1	1	103944.37	0	0	0.3106319394268892	Retention
3029	3029	3030	15801283	AP Fan	605	Spain	Male	39	10	105317.73	2	1	0	138021.36	0	0	0.14506600616670723	Retention
3030	3030	3031	15725696	AP Dellucci	676	France	Male	20	1	80569.73	1	0	0	68621.98	0	0	0.12549180165745777	Retention
3031	3031	3032	15638999	AP Garran	678	France	Female	22	4	174852.89	1	1	1	28149.06	0	0	0.12194226440530692	Retention
3032	3032	3033	15800097	AP Moretti	495	Spain	Female	45	3	89158.94	3	1	0	135169.76	1	1	0.7389163618789898	Churn
3033	3033	3034	15578042	AP Yao	787	France	Female	85	10	0.0	2	1	1	116537.96	0	0	0.14671394461900375	Retention
3034	3034	3035	15668540	AP Lucchesi	770	France	Male	36	2	89800.14	1	1	1	105922.69	0	0	0.08619837689701962	Retention
3035	3035	3036	15687527	AP Nkemdilim	817	Germany	Male	45	9	101207.75	1	0	0	88211.12	1	1	0.5321458559226433	Churn
3036	3036	3037	15610439	AP Anderson	659	France	Male	43	1	106086.42	2	1	0	26900.63	0	0	0.26808119946715114	Retention
3037	3037	3038	15741130	AP Sagese	693	France	Male	21	1	0.0	2	1	1	3494.02	0	0	0.05002264704225276	Retention
3038	3038	3039	15807945	AP Rubensohn	744	France	Male	47	9	0.0	2	1	0	113163.17	0	0	0.31141961435482396	Retention
3039	3039	3040	15666177	AP Baldwin	829	Spain	Female	26	8	101440.36	2	1	1	19324.5	0	0	0.09339273145072916	Retention
3040	3040	3041	15617170	AP Iqbal	716	France	Male	38	4	0.0	2	1	0	189678.7	0	0	0.09950448859833796	Retention
3041	3041	3042	15783065	AP Monaldo	671	France	Male	34	7	106603.74	2	1	1	26387.71	0	0	0.07056552632203587	Retention
3042	3042	3043	15622869	AP Mahon	835	Germany	Female	29	10	130420.2	2	0	0	106276.55	0	0	0.2419268877759831	Retention
3043	3043	3044	15746458	AP Muir	636	France	Female	38	1	0.0	1	1	0	45015.38	0	0	0.20923972113845005	Retention
3044	3044	3045	15750875	AP Burns	649	Spain	Male	29	2	45022.23	1	1	1	173495.77	0	0	0.09030138166755229	Retention
3045	3045	3046	15749166	AP Dyer	621	Germany	Male	27	1	74298.43	1	1	1	52581.96	0	0	0.10899710362462228	Retention
3046	3046	3047	15779898	AP Lyons	658	Germany	Female	31	3	133003.03	1	0	1	146339.27	1	0	0.1911589943125672	Retention
3047	3047	3048	15767907	AP H?	784	Spain	Male	48	7	0.0	2	1	1	182609.97	0	0	0.14540023476659175	Retention
3048	3048	3049	15679687	AP Gardiner	783	Spain	Female	37	1	136689.66	1	1	0	197890.65	0	0	0.21791540306572943	Retention
3049	3049	3050	15576255	AP Cameron	615	France	Male	32	4	0.0	2	1	1	6225.63	0	0	0.05237391176094849	Retention
3050	3050	3051	15699283	AP Chapman	791	France	Female	44	5	0.0	2	1	1	123977.86	1	0	0.16349022051518328	Retention
3051	3051	3052	15619123	AP Taylor	762	France	Male	53	1	102520.37	1	1	1	170195.4	0	0	0.22068428626260922	Retention
3052	3052	3053	15605363	AP Namatjira	607	France	Male	35	2	0.0	2	1	1	114190.3	0	0	0.05913398514423956	Retention
3053	3053	3054	15610176	AP He	601	France	Female	34	5	0.0	2	1	0	27022.57	0	0	0.12740539524186373	Retention
3054	3054	3055	15791210	AP Leibius	540	Spain	Male	67	1	88382.01	1	0	1	59457.0	0	0	0.16571880829780852	Retention
3055	3055	3056	15602409	AP White	812	France	Male	44	4	115049.15	2	1	0	165038.41	0	0	0.3069328350117051	Retention
3056	3056	3057	15762641	AP Wall	685	France	Male	58	1	104796.54	1	1	1	154181.41	0	0	0.21910856201806098	Retention
3057	3057	3058	15598876	AP Moretti	680	France	Male	33	1	123082.08	1	1	0	134960.98	0	0	0.12852567860243805	Retention
3058	3058	3059	15744315	AP Patterson	680	Spain	Female	58	8	0.0	2	1	1	65708.5	0	0	0.15990057229346036	Retention
3059	3059	3060	15670655	AP Coppin	631	France	Female	33	8	0.0	2	0	0	117374.22	0	0	0.12089858786312309	Retention
3060	3060	3061	15599569	AP Tsao	569	France	Female	43	7	0.0	2	1	1	77703.19	0	0	0.1554990652149096	Retention
